362,646.16937,137.25093
363,646.16937,147.68731
364,646.16937,158.12368
365,618.42453,139.45851
366,618.42453,154.31004
367,618.42453,169.16157
368,590.67972,141.66608
369,590.67972,160.93277
370,590.67972,180.19945
371,562.93488,143.87366
372,562.93488,167.5555
373,562.93488,191.23733
374,673.10461,152.60474
375,673.10461,144.37595
376,673.10461,136.14715
377,699.23026,152.60474
378,699.23026,144.37595
379,699.23026,136.14715
380,725.3559,152.60474
381,725.3559,144.37595
382,725.3559,136.14715
383,751.48154,152.60474
384,751.48154,144.37595
385,751.48154,136.14715
