305,327.69458,385.76985
306,327.69458,371.56586
307,327.69458,357.36186
308,335.40036,380.92035
309,335.40036,366.71635
310,335.40036,352.51236
311,358.64017,365.20148
312,347.13089,373.17351
313,358.64017,348.81094
314,347.13089,358.24066
315,358.64017,332.42039
316,347.13089,343.30782
317,369.81178,357.46333
318,369.81178,339.65786
319,369.81178,321.85239
320,381.17995,311.09846
321,393.08234,299.83918
322,381.17995,330.34376
323,393.08234,320.59196
324,381.17995,349.58906
325,393.08234,341.34475
326,401.16548,335.74588
327,401.16548,313.96933
328,401.16548,292.19278
329,404.99776,333.09141
330,404.99776,310.82948
331,404.99776,288.56756
332,412.06488,328.19629
333,412.06488,305.03929
334,412.06488,281.88229
335,419.132,323.30116
336,419.132,299.24909
337,419.132,275.19701
338,425.59094,318.8273
339,425.59094,293.95718
340,425.59094,269.08705
341,461.82193,293.73154
342,449.23299,302.45141
343,436.64403,311.17127
344,461.82193,264.27261
345,449.23299,274.58691
346,436.64403,284.90122
347,461.82193,234.81368
348,449.23299,246.72242
349,436.64403,258.63118
350,472.74332,222.84197
351,472.74332,250.40331
352,472.74332,277.96465
353,490.72672,205.59079
354,490.72672,234.95085
355,490.72672,264.31093
356,515.328,245.73718
357,515.328,213.87462
358,515.328,182.01206
359,537.81763,213.08324
360,537.81763,185.20278
361,537.81763,157.32232
