21,286.82552,531.88249
22,256.63335,550.88344
23,226.4412,569.88438
24,196.24904,588.88532
25,166.05689,607.88625
26,135.86473,626.88719
27,105.67256,645.88814
28,75.4804,664.88908
29,45.28824,683.89001
30,15.09608,702.89095
31,289.67501,515.95577
32,259.1829,535.14549
33,228.6908,554.33521
34,198.1987,573.5249
35,167.7066,592.7146
36,137.21448,611.90431
37,106.72238,631.09404
38,76.23027,650.28375
39,45.73816,669.47345
40,15.24605,688.66315
41,292.52451,500.02907
42,261.73246,519.40755
43,230.94041,538.78603
44,200.14836,558.16449
45,169.3563,577.54297
46,138.56424,596.92145
47,107.77219,616.29993
48,76.98014,635.67841
49,46.18808,655.05688
50,15.39603,674.43535
51,295.37401,484.10236
52,264.28201,503.66962
53,233.19001,523.23686
54,202.09801,542.80409
55,171.00601,562.37134
56,139.91401,581.93858
57,108.82201,601.50581
58,77.73,621.07306
59,46.638,640.6403
60,15.546,660.20753
61,298.2235,468.17566
62,266.83155,487.93167
63,235.43961,507.68768
64,204.04766,527.44369
65,172.65571,547.19969
66,141.26377,566.9557
67,109.87182,586.71172
68,78.47987,606.46773
69,47.08792,626.22372
70,15.69598,645.97972
