71,300.82493,453.63554
72,269.15915,473.56388
73,237.49337,493.49222
74,205.82758,513.42056
75,174.1618,533.34891
76,142.49602,553.27725
77,110.83023,573.2056
78,79.16445,593.13394
79,47.49867,613.06227
80,15.83289,632.9906
81,303.17827,440.48202
82,271.26476,460.56625
83,239.35127,480.65049
84,207.43776,500.73473
85,175.52426,520.81897
86,143.61076,540.90321
87,111.69725,560.98746
88,79.78375,581.07169
89,47.87025,601.15593
90,15.95675,621.24017
91,305.5316,427.32849
92,273.37038,447.56863
93,241.20916,467.80876
94,209.04794,488.0489
95,176.88672,508.28902
96,144.7255,528.52917
97,112.56427,548.76932
98,80.40305,569.00945
99,48.24183,589.24959
100,16.08061,609.48973
101,307.88493,414.17497
102,275.476,434.571
103,243.06706,454.96703
104,210.65812,475.36307
105,178.24918,495.7591
106,145.84023,516.15515
107,113.43129,536.55118
108,81.02235,556.9472
109,48.61341,577.34325
110,16.20447,597.73929
111,309.36403,405.90712
112,276.7994,426.39964
113,244.23477,446.89215
114,211.67013,467.38467
115,179.10549,487.87718
116,146.54086,508.3697
117,113.97622,528.86221
118,81.41159,549.35472
119,48.84695,569.84724
120,16.28232,590.33977
121,309.66646,397.1143
122,277.06999,417.62584
123,244.47352,438.13738
124,211.87705,458.64893
125,179.28058,479.16048
126,146.68411,499.67203
127,114.08764,520.18358
128,81.49117,540.69513
129,48.8947,561.20666
130,16.29823,581.71822
131,309.66646,382.9108
132,277.06999,403.42335
133,244.47352,423.9359
134,211.87705,444.44845
135,179.28058,464.961
136,146.68411,485.47354
137,114.08764,505.9861
138,81.49117,526.49865
139,48.8947,547.01118
140,16.29823,567.52374
141,309.66646,368.70731
142,277.06999,389.22086
143,244.47352,409.73441
144,211.87705,430.24796
145,179.28058,450.76151
146,146.68411,471.27506
147,114.08764,491.78862
148,81.49117,512.30216
149,48.8947,532.81572
150,16.29823,553.32928
