151,310.05194,524.91595
152,312.3783,512.49022
153,314.70464,500.06446
154,317.03099,487.63871
155,319.35735,475.21297
156,321.6837,462.78722
157,324.01005,450.36147
158,323.31254,510.86101
159,325.45248,499.43098
160,327.59241,488.00095
161,329.73233,476.57093
162,331.87226,465.14091
163,334.0122,453.71088
164,336.15213,442.28085
165,335.97928,497.43549
166,337.94114,486.9566
167,339.90301,476.47769
168,341.86487,465.99879
169,343.82672,455.51991
170,345.78858,445.04101
171,347.75045,434.56211
172,348.70893,482.0829
173,350.43109,472.8843
174,352.15326,463.68569
175,353.87543,454.48708
176,355.59759,445.28849
177,357.31975,436.08989
178,359.04192,426.89129
179,382.23753,412.64655
180,380.36552,422.64554
181,378.49352,432.64453
182,376.6215,442.64352
183,374.74948,452.64252
184,372.87747,462.64151
185,371.00546,472.64051
186,370.43533,419.60207
187,368.76366,428.53099
188,367.09199,437.4599
189,365.42031,446.3888
190,363.74863,455.31772
191,362.07697,464.24664
192,360.4053,473.17555
193,390.33288,407.49434
194,388.48529,417.3629
195,386.6377,427.23147
196,384.7901,437.10004
197,382.9425,446.9686
198,381.09491,456.83716
199,379.24732,466.70573
200,394.21315,404.82625
201,392.46153,414.18221
202,390.70991,423.53818
203,388.95828,432.89413
204,387.20666,442.2501
205,385.45503,451.60606
206,383.70341,460.96203
207,411.03606,348.26999
208,408.97844,359.2604
209,406.92082,370.2508
210,404.8632,381.2412
211,402.97981,391.30095
212,401.27066,400.43004
213,399.56152,409.55912
214,397.85236,418.6882
215,396.14322,427.81729
216,394.43407,436.94637
217,392.72492,446.07546
218,418.30387,342.75051
219,416.64761,351.59714
220,414.99134,360.44375
221,413.33508,369.29036
222,411.67881,378.13699
223,410.02255,386.9836
224,408.36629,395.83022
225,406.71001,404.67684
226,405.05376,413.52346
227,403.39749,422.37007
228,401.74122,431.2167
229,424.85587,338.18862
230,423.38573,346.04115
231,421.91558,353.89365
232,420.44543,361.74616
233,418.97529,369.59868
234,417.50514,377.45119
235,416.03499,385.3037
236,414.56484,393.15621
237,413.0947,401.00872
238,411.62454,408.86123
239,410.1544,416.71375
240,419.72026,402.08611
241,421.30965,394.97829
242,422.89906,387.8705
243,424.48847,380.7627
244,426.07787,373.65491
245,427.66727,366.54711
246,429.25668,359.43932
247,430.84608,352.33152
248,432.43548,345.22372
249,434.02488,338.11592
250,435.61428,331.00811
251,425.04385,401.73943
252,427.28041,393.93828
253,429.51698,386.13714
254,431.75356,378.336
255,433.99012,370.53485
256,436.22669,362.73371
257,438.46327,354.93257
258,440.69984,347.13142
259,442.93641,339.33028
260,445.17297,331.52914
261,447.40955,323.72798
262,430.36743,401.39276
263,433.25117,392.89826
264,436.1349,384.40378
265,439.01864,375.90929
266,441.90237,367.4148
267,444.78612,358.92031
268,447.66987,350.42582
269,450.5536,341.93133
270,453.43734,333.43684
271,456.32108,324.94236
272,459.20481,316.44786
